week_end_date,sessions,avg_session_length,unique_clients,tb_downloaded,tb_uploaded,cumulative_bandwidth_tb,cumulative_sessions,cumulative_subscribers,gb_per_session
2025-03-02,3778483,00:31:58,230797,111.19,17.43,48058.6,3696012403,17817270,0.034857078885891506
2025-03-09,3664637,00:32:04,229704,103.82,17.1,48179.52,3699677040,17862846,0.03378836157578499
2025-03-16,3833467,00:32:06,234706,110.44,18.79,48308.74,3703510507,17912135,0.03452006238738979
2025-03-23,3752572,00:31:56,230544,106.07,18.37,48433.19,3707263079,17958624,0.03395712593922248
2025-03-30,3730849,00:32:00,232304,107.62,18.12,48558.93,3710993928,18006762,0.034511651369433606
2025-04-06,3863496,00:31:32,230965,112.18,18.99,48690.1,3714857424,18056253,0.03476594255565426
2025-04-13,3573337,00:31:52,229889,100.81,17.36,48808.26,3718430761,18105777,0.03386360704294054
2025-04-20,3860293,00:32:15,239553,113.47,22.45,48944.18,3722291054,18169407,0.036054796876817376
2025-04-27,4008773,00:32:09,243682,119.6,21.15,49084.94,3726299827,18228693,0.03595314576305518
2025-05-04,4065430,00:32:12,241798,124.65,20.64,49230.23,3730365257,18286402,0.03659562703084299
2025-05-11,3802487,00:31:54,234957,115.56,18.78,49364.57,3734167744,18339256,0.036177417569080446
2025-05-18,3736450,00:32:01,230447,113.97,18.21,49496.75,3737904194,18392080,0.03622484443790229
2025-05-25,3613108,00:32:05,227800,110.1,17.7,49624.54,3741517302,18443650,0.036220118523996515
2025-06-01,3684031,00:32:22,228949,116.39,19.21,49760.14,3745201333,18498997,0.03769088805170206
2025-06-08,3756262,00:32:22,228722,116.82,19.09,49896.05,3748957595,18553455,0.037050621069563305
2025-06-15,3659894,00:32:11,219665,115.24,18.17,50029.47,3755752973,18607045,0.037326720391355594
2025-06-22,3135484,00:34:19,219665,108.69,17.4,50155.56,3752617489,18658952,0.041179020527612326
2025-06-29,2823529,00:33:54,209914,99.18,15.32,50270.06,3758576502,18713093,0.041525339389111994
2025-07-06,2729515,00:34:02,204336,96.9,15.24,50382.21,3761306017,18766286,0.04207024324834265
2025-07-13,3530203,00:32:26,220907,117.41,18.03,50517.64,3764836220,18825366,0.03928685120940637
2025-07-20,3508577,00:32:31,221008,115.92,17.88,50651.45,3768344797,18883886,0.03905036144282996
2025-07-27,3605858,00:32:46,225524,122.33,18.98,50792.76,3771950655,18945682,0.04012954475744746
2025-08-03,3496379,00:32:05,221569,117.77,18.32,50928.85,3775447034,19004164,0.03985728091834438
2025-08-10,3553727,00:32:18,223863,123.73,19.02,51071.6,3779000761,19066470,0.04113315400986063
2025-08-17,3383408,00:32:37,219315,118.37,18.16,51208.13,3782384169,19125607,0.04132127133351934
2025-08-24,3410694,00:32:38,219022,119.72,19.03,51346.88,3785794863,19186520,0.041657211113046204
2025-08-31,3514042,00:32:47,220347,125.73,19.75,51492.35,3789308905,19248889,0.04239320987057071
2025-09-07,3441776,00:33:59,218942,124.08,19.76,51636.19,3792750681,19306948,0.042795394005885334
2025-09-14,3559167,00:32:48,218422,127.53,19.76,51783.47,3796309848,19366536,0.042376477417328265
2025-09-21,3535639,00:32:51,219953,130.08,19.62,51933.18,3799845487,19423364,0.04335646258003151
2025-09-28,3432378,00:32:42,217730,128.86,19.09,52081.13,3803277865,19479585,0.04413872831022691
