,site_id,planned_kiosk_type,installation_status,ppt_id,legacy_id,borough,council_district,community_board,street_address,cross_street_1,cross_street_2,ixn_corner,postcode,zoning,latitude,longitude,installation_complete,activation_complete,neighborhood_tabulation_area_nta,building_identification_number_bin,boroughblocklot_bbl,census_tract_ct,location
0,qu-01-125088,Link1.0,Live,125088,qu-01-125088,Queens,22,401,34-02 BROADWAY,34 STREET,35 STREET,SE,11106,C4-2A,40.760713,-73.922879,2017-04-22,2017-06-08,Astoria,4008830.0,4006220041.0,4005900.0,"(40.760713, -73.922879)"
1,bk-01-160081,Link5G_Ad,Live,,,Brooklyn,34,301,161 VARICK AVENUE,SCHOLES STREET,MESEROLE STREET,,11237,M3-1,40.71108,-73.92862,2024-10-09,2025-03-14,,,3029620001.0,44900.0,"(40.71108, -73.92862)"
2,qu-13-160016,Link5G_Ad,Live,,,Queens,23,413,264-21 UNION TURNPIKE,265th ST,264th ST,W,11004,R2A / C1-2,40.74917,-73.70814,2024-02-29,2025-04-02,Glen Oaks-Floral Park-New Hyde Park,4174076.0,4085400062.0,,"(40.74917, -73.70814)"
3,mn-04-122598,Link1.0,Live,122598,mn-04-122598,Manhattan,3,104,815 8 AVENUE,WEST 49 STREET,WEST 50 STREET,NW,10019,C6-4,40.761816,-73.986606,2016-03-18,2016-04-27,Clinton,1076203.0,1010400029.0,1012700.0,"(40.761816, -73.986606)"
4,mn-05-137210,Link1.0,Live,137210,mn-05-137210,Manhattan,4,105,410 MADISON AVENUE,EAST 48 STREET,EAST 49 STREET,NW,10017,C5-3,40.756742,-73.97653,2017-04-30,2017-05-26,Midtown-Midtown South,1035437.0,1012840014.0,1009400.0,"(40.756742, -73.97653)"
5,bk-02-126506,Link1.0,Live,126506,bk-02-126506,Brooklyn,33,302,339 LIVINGSTON STREET,FLATBUSH AVENUE,NEVINS STREET,NW,11217,C6-4,40.687649,-73.980424,2016-11-13,2017-07-26,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000483.0,3001620001.0,3003700.0,"(40.687649, -73.980424)"
6,bx-02-160005,Link5G_NonAd,Live,,,Bronx,17,202,576 PROSPECT AVENUE,FOX STREET,SOUTHERN BOULEVARD,SE,10455,C1-4,40.812943,-73.904111,2024-02-12,2024-05-03,Longwood,,2026830108.0,,"(40.8129428, -73.9041112)"
7,mn-08-120980,Link1.0,Live,120980,mn-08-120980,Manhattan,4,108,1126 3 AVENUE,EAST 66 STREET,EAST 65 STREET,SW,10065,C1-9,40.76588,-73.963583,2016-03-19,2016-04-22,Upper East Side-Carnegie Hill,1042435.0,1014000040.0,1012000.0,"(40.76588, -73.963583)"
8,mn-12-131054,Link1.0,Live,131054,LINK-014400,Manhattan,10,112,151 NAGLE AVENUE,THAYER STREET,ARDEN STREET,MIDBLOCK,10040,C1-4,40.861094,-73.925852,2022-02-07,2022-05-03,Washington Heights North,1082762.0,1021730029.0,1028300.0,"(40.861094, -73.925852)"
9,mn-06-134374,Link1.0,Live,134374,mn-06-134374,Manhattan,2,106,479 2 AVENUE,EAST 27 STREET,EAST 26 STREET,NW,10016,C1-8A,40.740369,-73.979252,2017-09-26,2017-11-15,Murray Hill-Kips Bay,1019855.0,1009070025.0,1006600.0,"(40.740369, -73.979252)"
10,mn-11-132877,Link1.0,Live,132877,mn-11-132877,Manhattan,8,111,210 EAST 106 STREET,3 AVENUE,2 AVENUE,SE,10029,C1-5,40.791282,-73.944218,2016-03-02,2016-03-22,East Harlem South,1052429.0,1016550045.0,1017000.0,"(40.791282, -73.944218)"
11,mn-10-119896,Link1.0,Live,119896,mn-10-119896,Manhattan,9,110,2711 FREDERICK DOUGLASS BOULEVARD,WEST 144 STREET,WEST 145 STREET,NW,10030,C1-4,40.822308,-73.942445,2016-11-17,2016-12-16,Central Harlem North-Polo Grounds,1060788.0,1020447501.0,1025900.0,"(40.822308, -73.942445)"
12,mn-05-122627,Link1.0,Live,122627,mn-05-122627,Manhattan,3,105,932 8 AVENUE,WEST 55 STREET,WEST 56 STREET,NE,10019,C6-4,40.765522,-73.983593,2016-03-18,2016-04-07,Midtown-Midtown South,1024868.0,1010270002.0,1013700.0,"(40.765522, -73.983593)"
13,qu-06-124227,Link1.0,Live,124227,qu-06-124227,Queens,29,406,107-02 71 AVENUE,AUSTIN STREET,QUEENS BOULEVARD,NE,11375,C4-4A,40.720245,-73.844644,2017-02-25,2017-03-09,Forest Hills,4078001.0,4032560035.0,4073700.0,"(40.720245, -73.844644)"
14,mn-08-121004,Link1.0,Live,121004,mn-08-121004,Manhattan,4,108,183 EAST 78 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10075,C1-9,40.773727,-73.957965,2016-03-02,2016-03-30,Upper East Side-Carnegie Hill,1043248.0,1014130033.0,1014000.0,"(40.773727, -73.957965)"
15,qu-01-142694,Link1.0,Live,142694,qu-01-142694,Queens,22,401,21-34 BROADWAY,23 STREET,21 STREET,SW,11106,C1-4,40.764538,-73.930599,2017-03-25,2017-05-18,Astoria,4006399.0,4005550029.0,4004500.0,"(40.764538, -73.930599)"
16,mn-03-123419,Link5G_Ad,Live,123419,10100,Manhattan,2,103,191 AVENUE A,EAST 12TH STREET,EAST 11TH STREET,SW,10009,C2-5,40.729012,-73.98149,2023-02-02,2023-05-25,East Village,1077672.0,1004390028.0,,"(40.729012, -73.98149)"
17,mn-09-111931,Link1.0,Live,111931,mn-09-111931,Manhattan,7,109,3670 BROADWAY,WEST 152 STREET,WEST 151 STREET,SE,10031,C1-4,40.830586,-73.947195,2016-07-10,2016-07-20,Hamilton Heights,1062208.0,1020830063.0,1023700.0,"(40.830586, -73.947195)"
18,mn-04-122299,Link1.0,Live,122299,mn-04-122299,Manhattan,3,104,80 8 AVENUE,WEST 14 STREET,WEST 15 STREET,NE,10011,C6-2A,40.739846,-74.002305,2016-03-29,2016-04-07,Hudson Yards-Chelsea-Flatiron-Union Square,1013711.0,1007640001.0,1008100.0,"(40.739846, -74.002305)"
19,mn-06-133525,Link1.0,Live,133525,mn-06-133525,Manhattan,2,106,220 3 AVENUE,EAST 18 STREET,EAST 19 STREET,SW,10003,C1-9A,40.736332,-73.985123,2016-04-16,2016-04-27,Gramercy,1088759.0,1008747504.0,1005000.0,"(40.736332, -73.985123)"
20,mn-09-135244,Link1.0,Live,135244,mn-09-135244,Manhattan,7,109,1800 AMSTERDAM AVENUE,WEST 150 STREET,WEST 149 STREET,NW,10031,C1-4,40.827925,-73.945775,2017-10-19,2018-01-12,Hamilton Heights,1062098.0,1020810029.0,1023300.0,"(40.827925, -73.945775)"
21,bx-02-145542,Link1.0,Live,145542,LINK-011143,Bronx,17,202,402 HUNTS POINT AVENUE,EAST BAY AVENUE,DRAKE PARK SOUTH,MIDBLOCK,10474,M1-2,40.809714,-73.880704,2021-12-10,2022-05-06,Hunts Point,2114610.0,2027720270.0,2011700.0,"(40.809714, -73.880704)"
22,mn-08-121767,Link1.0,Live,121767,mn-08-121767,Manhattan,5,108,300 EAST 61 STREET,2 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,SE,10065,C2-8,40.761748,-73.963311,2017-11-11,2018-02-16,Lenox Hill-Roosevelt Island,1044218.0,1014350049.0,1011000.0,"(40.761748, -73.963311)"
23,bk-05-145937,Link1.0,Live,145937,LINK-021928,Brooklyn,37,305,2598 FULTON STREET,SHEFFIELD AVENUE,GEORGIA AVENUE,SW,11207,C4-1,40.676994,-73.898358,2017-09-23,2018-01-22,East New York,3000000.0,3036680008.0,3119800.0,"(40.676994, -73.898358)"
24,qu-03-136703,Link1.0,Live,136703,qu-03-136703,Queens,21,403,92-03 ROOSEVELT AVENUE,92 STREET,93 STREET,NE,11372,C2-4,40.748708,-73.874393,2017-08-31,2017-10-11,Jackson Heights,4036462.0,4014800044.0,4027500.0,"(40.748708, -73.874393)"
25,mn-07-121257,Link1.0,Live,121257,mn-07-121257,Manhattan,6,107,101 WEST 86 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,NW,10024,C1-5,40.786654,-73.972311,2018-02-21,2020-11-16,Upper West Side,1032201.0,1012170035.0,1017300.0,"(40.786654, -73.972311)"
26,mn-07-121157,Link1.0,Live,121157,mn-07-121157,Manhattan,6,107,300 COLUMBUS AVENUE,WEST 74 STREET,WEST 75 STREET,NW,10023,C1-8A,40.778889,-73.977853,2018-02-09,2019-02-07,Upper West Side,1030070.0,1011460029.0,1016100.0,"(40.778889, -73.977853)"
27,mn-05-121950,Link1.0,Live,121950,mn-05-121950,Manhattan,4,105,32 EAST 50 STREET,MADISON AVENUE,PARK AVENUE,SE,10022,C5-3,40.757734,-73.975434,2017-02-11,2017-05-09,Midtown-Midtown South,1035455.0,1012850021.0,1010200.0,"(40.757734, -73.975434)"
28,bk-03-145749,Link1.0,Live,145749,LINK-018119,Brooklyn,36,303,1628 FULTON STREET,BAINBRIDGE STREET,LEWIS AVENUE,SW,11213,C2-4,40.679561,-73.9355,2017-02-27,2017-03-20,Crown Heights North,3000000.0,3016990041.0,3027100.0,"(40.679561, -73.9355)"
29,qu-02-125020,Link5G_Ad,Live,125020,15190,Queens,26,402,47-50 VAN DAM STREET,Van Dam Street,31st Pl,N,11101,M1-4,40.74112,-73.93453,2022-11-15,2024-09-30,Hunters Point-Sunnyside-West Maspeth,4003536.0,4002800001.0,,"(40.74112, -73.93453)"
30,qu-12-118455,Link5G_Ad,Live,118455,LINK-014515,Queens,28,412,146-64 LIBERTY AVENUE,Sutphin Boulevard,Waltham Street,,11435,C4-5X,40.695963,-73.804551,2023-02-09,2023-04-25,Jamaica,4000000.0,4100300025.0,4020800.0,"(40.695963, -73.804551)"
31,mn-09-131062,Link1.0,Live,131062,mn-09-131062,Manhattan,7,109,1881 AMSTERDAM AVENUE,WEST 153 STREET,WEST 154 STREET,NE,10032,C2-4,40.830336,-73.943756,2016-07-19,2016-08-08,Hamilton Heights,1061650.0,1020680001.0,1023501.0,"(40.830336, -73.943756)"
32,mn-12-120469,Link1.0,Live,120469,mn-12-120469,Manhattan,7,112,2048 AMSTERDAM AVENUE,WEST 162 STREET,WEST 161 STREET,SW,10032,C1-4,40.835729,-73.940075,2016-10-22,2016-12-02,Washington Heights South,1062868.0,1021200033.0,1024500.0,"(40.835729, -73.940075)"
33,bx-02-157804,Link5G_Ad,Live,157804,,Bronx,17,202,1390 RANDALL AVENUE,HALLECK STREET,DRAKE STREET,SW,10474,M1-2,40.812779,-73.881469,2022-06-30,2022-12-09,Hunts Point,2097267.0,2027690193.0,,"(40.812779, -73.881469)"
34,qu-02-137493,Link1.0,Live,137493,8060,Queens,26,402,51-05 SKILLMAN AVENUE,51st Street,52nd Street,MIDBLOCK,11377,C1-3,40.746058,-73.913056,2022-10-29,2023-06-09,Hunters Point-Sunnyside-West Maspeth,4000887.0,4001280072.0,,"(40.746058, -73.913056)"
35,si-02-125463,Link1.0,Live,125463,si-02-125463,Staten Island,50,502,404 NEW DORP LANE,HYLAN BOULEVARD,MILLER FIELD BOUNDARY,SW,10306,C4-1,40.570312,-74.109657,2017-01-31,2017-02-22,New Dorp-Midland Beach,5055368.0,5039600002.0,5012804.0,"(40.570312, -74.109657)"
36,bx-07-145924,Link1.0,Live,145924,LINK-005578,Bronx,14,207,82 WEST KINGSBRIDGE ROAD,UNIVERSITY AVENUE,AQUEDUCT AVENUE,SE,10468,C1-3,40.8681,-73.900706,2017-09-16,2018-01-22,Kingsbridge Heights,2014676.0,2032150024.0,2026500.0,"(40.8681, -73.900706)"
37,mn-11-107836,Link1.0,Live,107836,mn-11-107836,Manhattan,5,111,1786 3 AVENUE,EAST 99 STREET,EAST 100 STREET,NW,10029,C1-5,40.787309,-73.947944,2016-04-16,2016-04-27,East Harlem South,1051769.0,1016270034.0,1016600.0,"(40.787309, -73.947944)"
38,mn-06-138795,Link1.0,Live,138795,mn-06-138795,Manhattan,2,106,416 2 AVENUE,EAST 24 STREET,EAST 23 STREET,SE,10010,C1-9,40.738384,-73.980396,2017-09-28,2018-01-03,Gramercy,1084709.0,1009290001.0,1006400.0,"(40.738384, -73.980396)"
39,bx-01-146060,Link1.0,Live,146060,LINK-020548,Bronx,8,201,530 EAST 138 STREET,BROOK AVENUE,ST ANNS AVENUE,MIDBLOCK,10454,C1-4,40.807108,-73.918343,2018-02-12,2018-07-11,Mott Haven-Port Morris,2000040.0,2022650035.0,2002500.0,"(40.807108, -73.918343)"
40,qu-01-145947,Link1.0,Live,145947,LINK-021330,Queens,22,401,34-24 30 AVENUE,35 STREET,34 STREET,SE,11103,C4-2A,40.765402,-73.91836,2017-09-16,2017-10-25,Astoria,4009091.0,4006260049.0,4006300.0,"(40.765402, -73.91836)"
41,mn-07-133635,Link1.0,Live,133635,mn-07-133635,Manhattan,6,107,2495 BROADWAY,WEST 93 STREET,WEST 92 STREET,SW,10025,C4-6A,40.792696,-73.973438,2017-11-22,2018-03-15,Upper West Side,1087656.0,1012400052.0,1017900.0,"(40.792696, -73.973438)"
42,mn-05-133511,Link1.0,Live,133511,mn-05-133511,Manhattan,4,105,208 WEST 49 STREET,BROADWAY,7 AVENUE,NW,10019,C6-7T,40.760632,-73.984283,2016-04-30,2016-07-19,Midtown-Midtown South,1024779.0,1010200038.0,1012500.0,"(40.760632, -73.984283)"
43,mn-06-103457,Link1.0,Live,103457,mn-06-103457,Manhattan,2,106,200 EAST 25 STREET,3 AVENUE,2 AVENUE,SE,10010,C2-8,40.739975,-73.982035,2016-07-02,2016-07-13,Murray Hill-Kips Bay,1019808.0,1009050056.0,1006600.0,"(40.739975, -73.982035)"
44,bx-01-145852,Link1.0,Live,145852,LINK-018228,Bronx,8,201,141 LINCOLN AVENUE,EAST 134 STREET,EAST 135 STREET,MIDBLOCK,10454,M1-2/R6A,40.808544,-73.929074,2017-06-10,2017-10-26,Mott Haven-Port Morris,2091107.0,2023170043.0,2001900.0,"(40.808544, -73.929074)"
45,mn-04-122265,Link1.0,Live,122265,mn-04-122265,Manhattan,3,104,571 6 AVENUE,WEST 16 STREET,WEST 15 STREET,SW,10011,C6-2A,40.73864,-73.996057,2018-02-04,2018-04-04,Hudson Yards-Chelsea-Flatiron-Union Square,1014560.0,1007910036.0,1008100.0,"(40.73864, -73.996057)"
46,mn-06-133818,Link1.0,Live,133818,mn-06-133818,Manhattan,4,106,241 MADISON AVENUE,EAST 38 STREET,EAST 37 STREET,SE,10016,R10,40.749982,-73.981236,2017-05-26,2017-07-12,Murray Hill-Kips Bay,1017220.0,1008670055.0,1008200.0,"(40.749982, -73.981236)"
47,bk-14-126509,Link1.0,Live,126509,bk-14-126509,Brooklyn,45,314,1591 FLATBUSH AVENUE,EAST 31 STREET,FLATBUSH AVENUE,NE,11210,C4-4A,40.632135,-73.946781,2018-03-04,2018-06-18,Flatbush,3205905.0,3075580027.0,3078600.0,"(40.632135, -73.946781)"
48,qu-07-138935,Link1.0,Live,138935,35019,Queens,20,407,144-76 NORTHERN BOULEVARD,146th Street,147th Street,MIDBLOCK,11354,C1-2,40.764906,-73.820477,2022-09-17,2022-11-10,Murray Hill,4622953.0,4050140032.0,,"(40.764906, -73.820477)"
49,mn-05-137211,Link1.0,Live,137211,mn-05-137211,Manhattan,2,105,240 Park Ave S,PARK AVENUE SOUTH,BROADWAY,MIDBLOCK,10003,C6-4A,40.73797,-73.988584,2017-11-18,2018-02-07,Hudson Yards-Chelsea-Flatiron-Union Square,1087725.0,1008487505.0,1005200.0,"(40.73797, -73.988584)"
50,qu-04-125322,Link1.0,Live,125322,qu-04-125322,Queens,21,404,90-02 ROOSEVELT AVENUE,CASE STREET,ELMHURST STREET,MIDBLOCK,11372,R6,40.74835,-73.876523,2017-07-22,2017-09-08,Elmhurst,4038784.0,4015510001.0,4027100.0,"(40.74835, -73.876523)"
51,mn-08-120942,Link1.0,Live,120942,mn-08-120942,Manhattan,4,108,21 EAST 66 STREET,MADISON AVENUE,5 AVENUE,NW,10065,C5-1,40.768093,-73.968364,2017-01-29,2017-04-17,Upper East Side-Carnegie Hill,1041167.0,1013817504.0,1012200.0,"(40.768093, -73.968364)"
52,mn-02-123497,Link1.0,Live,123497,mn-02-123497,Manhattan,3,102,41 HORATIO STREET,HUDSON STREET,WEST 4 STREET,NE,10014,C1-6,40.738798,-74.005285,2018-03-04,2018-11-09,West Village,1011688.0,1006270025.0,1007700.0,"(40.738798, -74.005285)"
53,qu-04-136456,Link1.0,Live,136456,qu-04-136456,Queens,25,404,81-02 ROOSEVELT AVENUE,81 STREET,82 STREET,SW,11372,C1-3,40.74749,-73.88469,2017-08-31,2017-10-04,Elmhurst,4036860.0,4014920001.0,4026901.0,"(40.74749, -73.88469)"
54,mn-06-137072,Link1.0,Live,137072,mn-06-137072,Manhattan,4,106,201 EAST 42 STREET,3 AVENUE,2 AVENUE,NE,10017,C5-3,40.750717,-73.974088,2016-02-07,2016-03-09,Turtle Bay-East Midtown,1037549.0,1013160001.0,1008800.0,"(40.750717, -73.974088)"
55,mn-06-121540,Link1.0,Live,121540,mn-06-121540,Manhattan,4,106,866 2 AVENUE,EAST 46 STREET,EAST 47 STREET,NE,10017,C1-9,40.752476,-73.970116,2018-05-19,2019-02-01,Turtle Bay-East Midtown,1038895.0,1013390001.0,1009000.0,"(40.752476, -73.970116)"
56,qu-12-157659,Link1.0,Live,157659,,Queens,27,412,99-20 189 STREET,189TH STREET,188TH STREET,NW,11423,M1-1,40.708248,-73.768953,2022-08-04,2022-09-22,St. Albans,4220604.0,4103530110.0,,"(40.708248, -73.768953)"
57,bx-07-119793,Link1.0,Live,119793,bx-07-119793,Bronx,15,207,385 EAST FORDHAM ROAD,DECATUR AVENUE,MARION AVENUE,NW,10458,C4-4,40.861993,-73.89183,2016-08-27,2017-06-21,Bedford Park-Fordham North,2016327.0,2032750065.0,2039901.0,"(40.861993, -73.89183)"
58,bk-09-127716,Link1.0,Live,127716,bk-09-127716,Brooklyn,35,309,900 NOSTRAND AVENUE,CARROLL STREET,PRESIDENT STREET,NW,11225,C1-3,40.667346,-73.950809,2017-03-11,2017-04-28,Crown Heights South,3348092.0,3012890025.0,3032100.0,"(40.667346, -73.950809)"
59,mn-06-121490,Link1.0,Live,121490,mn-06-121490,Manhattan,2,106,201 EAST 23 STREET,3 AVENUE,2 AVENUE,NE,10010,C2-8A,40.738827,-73.982886,2017-10-28,2018-04-24,Gramercy,1082135.0,1009040001.0,1006400.0,"(40.738827, -73.982886)"
60,bk-01-108703,Link1.0,Live,108703,bk-01-108703,Brooklyn,34,301,213 UNION AVENUE,SOUTH 5 STREET,SOUTH 4 STREET,SW,11211,C8-2,40.706822,-73.950529,2017-12-19,2018-02-14,North Side-South Side,3063527.0,3024520019.0,3052700.0,"(40.706822, -73.950529)"
61,mn-07-121229,Link1.0,Live,121229,mn-07-121229,Manhattan,6,107,2220 BROADWAY,WEST 79 STREET,WEST 80 STREET,NE,10024,C4-6A,40.78392,-73.979708,2016-09-08,2016-09-30,Upper West Side,1032624.0,1012270013.0,1016700.0,"(40.78392, -73.979708)"
62,mn-05-122148,Link1.0,Live,122148,mn-05-122148,Manhattan,4,105,719 7 AVENUE,WEST 48 STREET,WEST 47 STREET,SE,10036,C6-7T,40.759713,-73.984131,2017-02-18,2017-06-30,Midtown-Midtown South,1000000.0,1010000061.0,1012500.0,"(40.759713, -73.984131)"
63,mn-03-108589,Link1.0,Live,108589,mn-03-108589,Manhattan,1,103,169 BOWERY,DELANCEY STREET,BROOME STREET,SE,10002,C6-1,40.719907,-73.994066,2016-07-12,2016-08-19,Chinatown,1005660.0,1004240010.0,1001800.0,"(40.719907, -73.994066)"
64,mn-04-123541,Link1.0,Live,123541,mn-04-123541,Manhattan,3,104,265 WEST 14 STREET,8 AVENUE,7 AVENUE,NE,10011,C6-2A,40.739719,-74.002217,2016-03-11,2016-04-07,Hudson Yards-Chelsea-Flatiron-Union Square,1013711.0,1007640001.0,1008100.0,"(40.739719, -74.002217)"
65,qu-03-136366,Link1.0,Live,136366,qu-03-136366,Queens,21,403,95-31 ROOSEVELT AVENUE,WARREN STREET,95 STREET,NW,11372,C2-4,40.749112,-73.870624,2017-07-22,2017-09-08,Jackson Heights,4036618.0,4014830044.0,4027300.0,"(40.749112, -73.870624)"
66,mn-07-140140,Link1.0,Live,140140,mn-07-140140,Manhattan,6,107,2029 BROADWAY,WEST 69 STREET,WEST 70 STREET,NW,10023,C4-6A,40.776626,-73.982323,2018-04-04,2020-11-17,Lincoln Square,1076231.0,1011417502.0,1015300.0,"(40.776626, -73.982323)"
67,qu-12-141535,Link1.0,Live,141535,qu-12-141535,Queens,24,412,147-05 JAMAICA AVENUE,SUTPHIN BOULEVARD,147 PLACE,NE,11435,C4-4A,40.701827,-73.807661,2016-08-27,2016-09-23,Jamaica,4206783.0,4096770001.0,4024000.0,"(40.701827, -73.807661)"
68,qu-12-124602,Link1.0,Live,124602,LINK-011681,Queens,27,412,89-11 MERRICK BOULEVARD,164 ST,165 ST,SE,11432,C4-5X,40.707945,-73.795266,2023-03-29,2023-07-13,Jamaica,4209635.0,4097940048.0,4046000.0,"(40.707945, -73.795266)"
69,bk-02-145811,Link1.0,Live,145811,LINK-018057,Brooklyn,33,302,322 LIVINGSTON STREET,NEVINS STREET,HANOVER PLACE,SW,11217,C6-4,40.688039,-73.981872,2017-03-31,2017-04-28,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000511.0,3001660032.0,3003700.0,"(40.688039, -73.981872)"
70,mn-10-142814,Link1.0,Live,142814,mn-10-142814,Manhattan,9,110,2293 FREDERICK DOUGLASS BOULEVARD,WEST 123 STREET,WEST 124 STREET,NW,10027,C4-4D,40.808996,-73.952149,2016-10-14,2016-11-02,Central Harlem South,1059275.0,1019500029.0,1025700.0,"(40.808996, -73.952149)"
71,mn-10-146057,Link1.0,Live,146057,LINK-019837,Manhattan,9,110,2620 FREDERICK DOUGLASS BOULEVARD,WEST 140 STREET,WEST 139 STREET,SE,10030,C1-4,40.819549,-73.944183,2018-02-03,2018-05-02,Central Harlem North-Polo Grounds,1060388.0,1020250061.0,1023000.0,"(40.819549, -73.944183)"
72,mn-07-100260,Link1.0,Live,100260,mn-07-100260,Manhattan,6,107,214 WEST 96 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10025,C4-6A,40.794462,-73.971573,2016-11-04,2016-11-23,Upper West Side,1033707.0,1012430042.0,1018300.0,"(40.794462, -73.971573)"
73,qu-01-125071,Link1.0,Live,125071,qu-01-125071,Queens,26,401,48-12 BROADWAY,NEWTON ROAD,48 STREET,SW,11103,C1-4,40.755764,-73.912336,2017-04-22,2017-05-18,Astoria,4013642.0,4007340038.0,4016100.0,"(40.755764, -73.912336)"
74,bx-08-145850,Link1.0,Live,145850,LINK-018402,Bronx,14,208,119 WEST KINGSBRIDGE ROAD,UNIVERSITY AVENUE,WEBB AVENUE,NE,10468,C1-3,40.868698,-73.902101,2017-06-10,2017-08-01,Van Cortlandt Village,2015261.0,2032480057.0,2026701.0,"(40.868698, -73.902101)"
75,bx-01-146074,Link1.0,Live,146074,LINK-020569,Bronx,17,201,680 MELROSE AVENUE,EAST 154 STREET,EAST 153 STREET,SW,10455,C1-4,40.819394,-73.916163,2018-03-04,2018-05-02,Melrose South-Mott Haven North,2001366.0,2023750006.0,2006700.0,"(40.819394, -73.916163)"
76,qu-04-137921,Link1.0,Live,137921,qu-04-137921,Queens,25,404,75-20 ROOSEVELT AVENUE,76 STREET,75 STREET,SW,11372,C2-3,40.746966,-73.889705,2017-07-08,2017-08-30,Elmhurst,4036735.0,4014860031.0,4026700.0,"(40.746966, -73.889705)"
77,mn-07-121306,Link1.0,Live,121306,mn-07-121306,Manhattan,6,107,2315 BROADWAY,WEST 84 STREET,WEST 83 STREET,SW,10024,C4-6A,40.787028,-73.977832,2016-11-02,2016-12-14,Upper West Side,1032791.0,1012310055.0,1017100.0,"(40.787028, -73.977832)"
78,bx-05-153077,Link5G_Ad,Live,153077,,Bronx,15,205,2110 GRAND CONCOURSE,GRAND CONCOURSE,ANTHONY AVENUE,SE,10457,C1-4,40.854469,-73.901538,2022-07-26,2022-10-18,Mount Hope,,2031560108.0,,"(40.854469, -73.901538)"
79,qu-01-146088,Link1.0,Live,146088,LINK-021014,Queens,22,401,25-35 ASTORIA BOULEVARD,27 STREET,CRESCENT STREET,NW,11102,C1-3,40.771055,-73.921496,2018-05-19,2018-06-28,Old Astoria,4018497.0,4008610001.0,4006900.0,"(40.771055, -73.921496)"
80,bx-05-116218,Link1.0,Live,116218,bx-05-116218,Bronx,15,205,2461 WEBSTER AVENUE,EAST 188 STREET,EAST 189 STREET,MIDBLOCK,10458,C2-4,40.860215,-73.893059,2016-05-12,2016-05-25,Bedford Park-Fordham North,2011078.0,2030260059.0,2039902.0,"(40.860215, -73.893059)"
81,mn-06-121746,Link1.0,Live,121746,mn-06-121746,Manhattan,4,106,988 3 AVENUE,EAST 58 STREET,BEND,SW,10022,C5-2,40.761484,-73.966779,2017-11-18,2018-04-11,Turtle Bay-East Midtown,1086160.0,1013137501.0,1011203.0,"(40.761484, -73.966779)"
82,bk-06-145893,Link1.0,Live,145893,LINK-021511,Brooklyn,39,306,321 5 AVENUE,5 AVENUE,6 AVENUE,SE,11215,C1-4,40.672679,-73.983161,2017-07-27,2017-09-11,Park Slope-Gowanus,3021066.0,3009820009.0,3013500.0,"(40.672679, -73.983161)"
83,mn-07-122843,Link1.0,Live,122843,mn-07-122843,Manhattan,3,107,8 WEST 61 STREET,BROADWAY,CENTRAL PARK WEST,SE,10023,C6-6,40.769566,-73.981841,2016-04-30,2016-09-30,Lincoln Square,1027191.0,1011137502.0,1014500.0,"(40.769566, -73.981841)"
84,mn-02-123547,Link1.0,Live,123547,mn-02-123547,Manhattan,3,102,120 WEST 14 STREET,6 AVENUE,7 AVENUE,SW,10011,C6-2A,40.737805,-73.998106,2016-09-17,2016-12-09,West Village,1010639.0,1006090023.0,1007100.0,"(40.737805, -73.998106)"
85,mn-07-120610,Link1.0,Live,120610,mn-07-120610,Manhattan,6,107,718 AMSTERDAM AVENUE,WEST 95 STREET,WEST 94 STREET,SW,10025,C2-8,40.79331,-73.971045,2016-08-05,2016-10-10,Upper West Side,1033681.0,1012420036.0,1018300.0,"(40.79331, -73.971045)"
86,mn-03-123802,Link1.0,Live,123802,mn-03-123802,Manhattan,2,103,237 1 AVENUE,EAST 14 STREET,EAST 13 STREET,SW,10003,C1-7A,40.731219,-73.982827,2017-08-12,2017-10-06,East Village,1006522.0,1004550033.0,1004000.0,"(40.731219, -73.982827)"
87,mn-05-121964,Link1.0,Live,121964,mn-05-121964,Manhattan,4,105,51 EAST 55 STREET,MADISON AVENUE,PARK AVENUE,NE,10022,C5-3,40.760963,-73.973101,2017-03-18,2017-05-10,Midtown-Midtown South,1035775.0,1012910051.0,1010200.0,"(40.760963, -73.973101)"
88,qu-09-145794,Link1.0,Live,145794,LINK-006987,Queens,29,409,82-37 KEW GARDENS ROAD,83 AVENUE,MOWBRAY DRIVE,NE,11415,C4-4,40.711072,-73.82816,2017-03-11,2017-04-05,Kew Gardens,4080168.0,4033600001.0,4021600.0,"(40.711072, -73.82816)"
89,mn-06-123261,Link1.0,Live,123261,mn-06-123261,Manhattan,2,106,133 EAST 14 STREET,3 AVENUE,IRVING PLACE,NW,10003,C1-9A,40.73347,-73.987384,2016-07-02,2016-07-19,Gramercy,1084936.0,1008700024.0,1005000.0,"(40.73347, -73.987384)"
90,qu-03-160028,Link5G_NonAd,Live,,,Queens,22,403,77-19 25 AVENUE,25TH AVENUE,24TH AVENUE,W,11370,R4,40.76278,-73.89052,2024-04-09,2024-09-27,Jackson Heights,4022778.0,4010410034.0,,"(40.76278, -73.89052)"
