,site_id,planned_kiosk_type,installation_status,ppt_id,legacy_id,borough,council_district,community_board,street_address,cross_street_1,cross_street_2,ixn_corner,postcode,zoning,latitude,longitude,installation_complete,activation_complete,neighborhood_tabulation_area_nta,building_identification_number_bin,boroughblocklot_bbl,census_tract_ct,location
1913,mn-04-123646,Link1.0,Live,123646,mn-04-123646,Manhattan,3,104,301 WEST 23 STREET,8 AVENUE,9 AVENUE,NW,10011,C2-6,40.745443,-73.998619,2016-05-25,2016-06-24,Hudson Yards-Chelsea-Flatiron-Union Square,1078540.0,1007470001.0,1009300.0,"(40.745443, -73.998619)"
1914,mn-07-138882,Link1.0,Live,138882,mn-07-138882,Manhattan,6,107,221 WEST 81 STREET,BROADWAY,AMSTERDAM AVENUE,NE,10024,C4-6A,40.785068,-73.978633,2016-12-18,2017-08-30,Upper West Side,1032680.0,1012297502.0,1016700.0,"(40.785068, -73.978633)"
1915,mn-09-120434,Link1.0,Live,120434,mn-09-120434,Manhattan,7,109,546 WEST 147 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10031,C1-4,40.82758,-73.949288,2016-08-01,2016-08-22,Hamilton Heights,1061968.0,1020780061.0,1023300.0,"(40.82758, -73.949288)"
1916,mn-06-121430,Link1.0,Live,121430,mn-06-121430,Manhattan,2,106,563 2 AVENUE,EAST 31 STREET,EAST 32 STREET,NW,10016,C1-8A,40.743039,-73.977307,2018-02-24,2018-05-17,Murray Hill-Kips Bay,1082149.0,1009120029.0,1007000.0,"(40.743039, -73.977307)"
1917,mn-08-119829,Link1.0,Live,119829,mn-08-119829,Manhattan,5,108,1700 3 AVENUE,EAST 95 STREET,EAST 96 STREET,NE,10128,C2-8,40.784663,-73.949874,2016-02-27,2016-04-01,Upper East Side-Carnegie Hill,1048492.0,1015240023.0,1015801.0,"(40.784663, -73.949874)"
1918,bk-18-160093,Link5G_NonAd,Live,,,Brooklyn,46,318,ACROSS FROM 2108 BERGEN AVENUE,AVENUE U,AVENUE V,NE,11234,PARK,40.62211,-73.90363,2025-02-14,2025-04-07,Marine Park-Mill Basin-Bergen Beach,,,3069602.0,"(40.62211, -73.90363)"
1919,bx-02-106058,Link5G_Ad,Live,106058,LINK-012171,Bronx,17,202,700 FAILE STREET,SPOFFORD AVENUE,FAILE STREET,NW,10474,R6,40.81474,-73.886191,2022-06-16,2022-07-20,Hunts Point,2006511.0,2027630106.0,2009300.0,"(40.81474, -73.886191)"
1920,qu-01-125165,Link1.0,Live,125165,qu-01-125165,Queens,22,401,37-02 ASTORIA BOULEVARD SOUTH,37 STREET,38 STREET,SE,11103,C2-3,40.769096,-73.912837,2018-06-14,2019-01-15,Astoria,4010183.0,4006530043.0,4006502.0,"(40.769096, -73.912837)"
1921,mn-07-121267,Link1.0,Live,121267,mn-07-121267,Manhattan,6,107,517 COLUMBUS AVENUE,WEST 85 STREET,WEST 84 STREET,SE,10024,C1-8A,40.785682,-73.972629,2018-02-21,2018-06-15,Upper West Side,1031339.0,1011987502.0,1016900.0,"(40.785682, -73.972629)"
1922,mn-06-136668,Link1.0,Live,136668,mn-06-136668,Manhattan,2,106,362 3 AVENUE,EAST 26 STREET,EAST 27 STREET,NW,10016,C2-8,40.740989,-73.981732,2017-05-13,2017-07-19,Gramercy,1018143.0,1008820045.0,1006800.0,"(40.740989, -73.981732)"
1923,bx-07-145853,Link1.0,Live,145853,LINK-018398,Bronx,15,207,2620 BRIGGS AVENUE,EAST 194 STREET,EAST KINGSBRIDGE ROAD,SE,10458,C1-3,40.86487,-73.8928,2017-06-24,2017-10-26,Bedford Park-Fordham North,2000000.0,2032930049.0,2039901.0,"(40.86487, -73.8928)"
1924,qu-13-115284,Link5G_Ad,Live,115284,75028,Queens,31,413,138-89 FRANCIS LEWIS BOULEVARD,Francis Lewis Blvd,138th Ave,E,11422,C1-3,40.6669,-73.73661,2024-02-09,2024-10-03,Rosedale,4284715.0,4132560010.0,4063800.0,"(40.6669, -73.73661)"
1925,bk-06-159999,Link5G_NonAd,Live,,,Brooklyn,38,306,119 PIONEER STREET,CONOVER STREET,IMLAY STREET,MIDBLOCK,11231,M2-1,40.679747,-74.01217,2024-01-26,2024-06-13,Carroll Gardens-Columbia Street-Red Hook,3332119.0,3005150300.0,,"(40.679747, -74.0121699)"
1926,mn-07-133371,Link1.0,Live,133371,mn-07-133371,Manhattan,6,107,481 COLUMBUS AVENUE,WEST 83 STREET,WEST 84 STREET,NE,10024,C1-8A,40.784612,-73.973407,2018-04-30,2020-12-03,Upper West Side,1031213.0,1011970001.0,1016900.0,"(40.784612, -73.973407)"
1927,mn-12-111735,Link1.0,Live,111735,mn-12-111735,Manhattan,7,112,3800 BROADWAY,WEST 158 STREET,WEST 159 STREET,NE,10032,C4-4,40.834722,-73.944176,2017-06-10,2017-07-20,Washington Heights South,1062746.0,1021170001.0,1024500.0,"(40.834722, -73.944176)"
1928,mn-05-121966,Link1.0,Live,121966,mn-05-121966,Manhattan,4,105,527 MADISON AVENUE,MADISON AVENUE,PARK AVENUE,SE,10022,C5-3,40.760249,-73.973633,2016-12-21,2018-03-01,Midtown-Midtown South,1035734.0,1012890052.0,1010200.0,"(40.760249, -73.973633)"
1929,bk-16-150013,Link1.0,Live,,,Brooklyn,42,316,455 DUMONT AVENUE,JUNIUS STREET,POWELL STREET,NW,11212,M1-1,40.665226,-73.902027,2023-04-19,2023-06-07,Brownsville,3084427.0,3037800044.0,,"(40.665226, -73.902027)"
1930,bx-03-146064,Link1.0,Live,146064,LINK-023349,Bronx,17,203,574 EAST 163 STREET,3 AVENUE,EAGLE AVENUE,SE,10456,C4-4,40.823926,-73.908549,2018-02-25,2018-05-31,Morrisania-Melrose,2004376.0,2026200025.0,2014100.0,"(40.823926, -73.908549)"
1931,mn-10-119961,Link1.0,Live,119961,mn-10-119961,Manhattan,9,110,2010 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 120 STREET,WEST 121 STREET,NW,10027,C2-4,40.80595,-73.950754,2016-10-22,2017-01-09,Central Harlem South,1079502.0,1019260029.0,1022000.0,"(40.80595, -73.950754)"
1932,mn-05-138267,Link1.0,Live,138267,mn-05-138267,Manhattan,3,105,290 7 AVENUE,WEST 26 STREET,WEST 27 STREET,NW,10001,C6-2,40.746155,-73.994286,2017-08-25,2017-10-10,Midtown-Midtown South,1014236.0,1007760040.0,1009500.0,"(40.746155, -73.994286)"
1933,mn-12-120813,Link1.0,Live,120813,LINK-010939,Manhattan,10,112,3769 10 AVENUE,WEST 202ND STREET,10TH AVENUE,,10034,R7-2,40.861152,-73.921004,2022-04-28,2023-09-20,Marble Hill-Inwood,1080033.0,1022160001.0,1029900.0,"(40.861152, -73.921004)"
1934,qu-07-118847,Link5G_Ad,Live,118847,LINK-027983,Queens,19,407,124-15 31 AVENUE,COLLEGE POINT BOULEVARD,123 STREET,N,11354,,40.76944,-73.8423,2024-08-18,2024-12-27,,4605722.0,4043500050.0,4092900.0,"(40.76944, -73.8423)"
1935,mn-03-123448,Link5G_Ad,Live,123448,10058,Manhattan,1,103,94 BAYARD STREET,BAYARD STREET,CANAL STREET,NW,10013,C6-1,40.716033,-73.9993,2022-08-27,2022-11-01,Chinatown,1002380.0,1001990027.0,1002900.0,"(40.716033, -73.9993)"
1936,mn-05-123137,Link1.0,Live,123137,mn-05-123137,Manhattan,3,105,592 6 AVENUE,WEST 18 STREET,WEST 17 STREET,NE,10011,C6-2A,40.739336,-73.995264,2018-02-04,2018-04-04,Hudson Yards-Chelsea-Flatiron-Union Square,1015407.0,1008197502.0,1005400.0,"(40.739336, -73.995264)"
1937,mn-04-134912,Link1.0,Live,134912,mn-04-134912,Manhattan,3,104,211 8 AVENUE,WEST 21 STREET,WEST 20 STREET,SW,10011,C1-6A,40.743919,-73.999645,2017-04-30,2017-05-30,Hudson Yards-Chelsea-Flatiron-Union Square,1013268.0,1007440043.0,1008900.0,"(40.743919, -73.999645)"
1938,qu-13-160089,Link5G_NonAd,Live,,,Queens,23,413,81-14 257TH STREET,82nd Ave,81st Ave,MIDBLOCK,11004,R2A,40.740635,-73.713386,2025-02-20,2025-04-15,Glen Oaks-Floral Park-New Hyde Park,4178461.0,4087310004.0,,"(40.7406346, -73.7133861)"
1939,bx-01-146056,Link1.0,Live,146056,LINK-020513,Bronx,8,201,520 BROOK AVENUE,EAST 148 STREET,EAST 149 STREET,NE,10455,C1-4,40.814394,-73.915181,2018-02-12,2018-05-31,Mott Haven-Port Morris,2000118.0,2022750001.0,2004300.0,"(40.814394, -73.915181)"
1940,qu-06-145847,Link1.0,Live,145847,LINK-018041,Queens,29,406,99-40 67 AVENUE,QUEENS BOULEVARD,BOOTH STREET,SE,11374,C1-2,40.726695,-73.853929,2017-05-20,2017-07-12,Forest Hills,4075136.0,4031700027.0,4071306.0,"(40.726695, -73.853929)"
1941,bk-03-144136,Link5G_Ad,Live,144136,LINK-002343,Brooklyn,41,303,1986 FULTON STREET,FULTON STREET,HERKIMER STREET,SE,11233,C2-4,40.678572,-73.919,2022-11-21,2023-01-17,Ocean Hill,3042094.0,3015490001.0,3030100.0,"(40.678572, -73.919)"
1942,mn-08-119830,Link1.0,Live,119830,mn-08-119830,Manhattan,5,108,1675 3 AVENUE,EAST 93 STREET,EAST 94 STREET,NE,10128,C4-6,40.783289,-73.950562,2016-07-01,2016-07-15,Yorkville,1048916.0,1015397502.0,1015400.0,"(40.783289, -73.950562)"
1943,mn-03-108238,Link1.0,Live,108238,mn-03-108238,Manhattan,1,103,217 BOWERY,RIVINGTON STREET,PRINCE STREET,NE,10002,C6-1,40.721716,-73.993343,2016-07-22,2016-08-19,Chinatown,1005701.0,1004260002.0,1003601.0,"(40.721716, -73.993343)"
1944,mn-09-120545,Link1.0,Live,120545,mn-09-120545,Manhattan,7,109,1238 AMSTERDAM AVENUE,WEST 121 STREET,WEST 120 STREET,SW,10027,C1-4,40.809965,-73.958889,2016-07-30,2016-09-28,Morningside Heights,1059647.0,1019750029.0,1020300.0,"(40.809965, -73.958889)"
1945,mn-09-120442,Link1.0,Live,120442,mn-09-120442,Manhattan,7,109,576 WEST 150 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10031,C1-4,40.829341,-73.947647,2017-10-28,2018-03-12,Hamilton Heights,1062124.0,1020810061.0,1023300.0,"(40.829341, -73.947647)"
1946,si-01-158932,Link1.0,Live,,,Staten Island,49,501,514 RICHMOND TERRACE,YORK AVENUE,FRANKLIN AVENUE,MIDBLOCK,10301,M3-1,40.646298,-74.089516,2022-10-27,2023-02-07,West New Brighton-New Brighton-St. George,5001475.0,5000620106.0,,"(40.646298, -74.089516)"
1947,mn-02-128511,Link1.0,Live,128511,mn-02-128511,Manhattan,3,102,74 8 AVENUE,WEST 14 STREET,GREENWICH AVENUE,SE,10011,C6-2A,40.739447,-74.0026,2016-03-11,2016-04-15,West Village,1080215.0,1006180005.0,1007700.0,"(40.739447, -74.0026)"
1948,si-02-145823,Link1.0,Live,145823,LINK-018385,Staten Island,50,502,2271 HYLAN BOULEVARD,GREELEY AVENUE,PRESCOTT AVENUE,SW,10306,C2-1,40.575553,-74.104816,2017-04-10,2017-05-25,New Dorp-Midland Beach,5107538.0,5036150005.0,5012200.0,"(40.575553, -74.104816)"
1949,bk-02-142293,Link1.0,Live,142293,bk-02-142293,Brooklyn,33,302,36 BOND STREET,LIVINGSTON STREET,SCHERMERHORN STREET,SW,11201,C6-4,40.688672,-73.98371,2017-02-23,2017-03-24,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3329446.0,3001650029.0,3003700.0,"(40.688672, -73.98371)"
1950,mn-06-134618,Link1.0,Live,134618,mn-06-134618,Manhattan,2,106,370 3 AVENUE,EAST 27 STREET,EAST 26 STREET,SW,10016,C2-8,40.741291,-73.981512,2017-05-13,2017-06-21,Gramercy,1018147.0,1008820050.0,1006800.0,"(40.741291, -73.981512)"
1951,mn-04-139998,Link1.0,Live,139998,mn-04-139998,Manhattan,3,104,728 10 AVENUE,WEST 50 STREET,WEST 49 STREET,MIDBLOCK,10019,C2-5,40.764456,-73.99182,2017-10-07,2018-04-30,Clinton,1026665.0,1010590163.0,1012700.0,"(40.764456, -73.99182)"
1952,bk-08-145908,Link1.0,Live,145908,LINK-021688,Brooklyn,35,308,888 PACIFIC STREET,UNDERHILL AVENUE,WASHINGTON STREET,MIDBLOCK,11238,C2-4,40.680238,-73.964511,2017-08-10,2018-01-05,Prospect Heights,3027680.0,3011310011.0,3020300.0,"(40.680238, -73.964511)"
1953,mn-07-120641,Link1.0,Live,120641,mn-07-120641,Manhattan,7,107,1011 COLUMBUS AVENUE,CATHEDRAL PARKWAY,WEST 109 STREET,SE,10025,C2-5,40.801498,-73.961082,2018-01-25,2018-04-20,Morningside Heights,1055741.0,1018450003.0,1019300.0,"(40.801498, -73.961082)"
1954,mn-12-118138,Link1.0,Live,118138,82037,Manhattan,10,112,2541 AMSTERDAM AVENUE,WEST 186 STREET,WEST 187 STREET,SE,10033,C1-4,40.851265,-73.928451,2022-02-16,2022-04-19,Washington Heights North,1063584.0,1021490093.0,1026700.0,"(40.851265, -73.928451)"
1955,mn-05-122541,Link1.0,Live,122541,mn-05-122541,Manhattan,3,105,1701 BROADWAY,WEST 54 STREET,WEST 53 STREET,SW,10019,C6-7,40.763978,-73.982629,2016-04-30,2016-07-19,Midtown-Midtown South,1024839.0,1010250044.0,1013100.0,"(40.763978, -73.982629)"
1956,bk-17-126233,Link1.0,Live,126233,bk-17-126233,Brooklyn,45,317,3524 CHURCH AVENUE,BROOKLYN AVENUE,EAST 35 STREET,SW,11203,C1-2,40.651047,-73.943969,2017-08-31,2017-10-30,East Flatbush-Farragut,3109473.0,3048890010.0,3085600.0,"(40.651047, -73.943969)"
1957,mn-07-107810,Link1.0,Live,107810,mn-07-107810,Manhattan,7,107,2704 BROADWAY,WEST 103 STREET,WEST 104 STREET,NE,10025,C1-5,40.799331,-73.968232,2016-06-11,2016-07-07,Upper West Side,1056563.0,1018757501.0,1019100.0,"(40.799331, -73.968232)"
1958,qu-09-124790,Link1.0,Live,124790,qu-09-124790,Queens,29,409,87-10 LEFFERTS BOULEVARD,JAMAICA AVENUE,89 AVENUE,SW,11418,C2-4,40.699841,-73.830932,2017-05-12,2017-06-06,Richmond Hill,4195916.0,4093280008.0,4012200.0,"(40.699841, -73.830932)"
1959,si-02-145544,Link1.0,Live,145544,si-02-145544,Staten Island,50,502,2710 HYLAN BOULEVARD,ALLISON AVENUE,PRINCETON AVENUE,MIDBLOCK,10306,C4-1,40.565852,-74.114224,2017-01-31,2017-02-22,Oakwood-Oakwood Beach,5107584.0,5039830013.0,5012806.0,"(40.565852, -74.114224)"
1960,qu-12-124001,Link5G_Ad,Live,124001,SC90619,Queens,27,412,201-08 HOLLIS AVENUE,Hollis Avenue,111th Avenue,,11412,C1-3,40.706075,-73.756337,2022-08-29,2023-01-17,Hollis,4234180.0,4109400109.0,4050800.0,"(40.706075, -73.756337)"
1961,qu-07-160019,Link5G_Ad,Live,,,Queens,19,407,30-19 122 STREET,122ND STREET,123RD STREET,N,11354,M2-1,40.76969,-73.84646,2024-03-05,2025-02-21,College Point,4570021.0,4043500001.0,,"(40.76969, -73.84646)"
1962,qu-12-154850,Link5G_NonAd,Live,,154850,Queens,27,412,118-02 MERRICK BOULEVARD,MERRICK BOULEVARD,FOCH BOULEVARD,SW,11434,C1-3,40.686603,-73.77448,2022-07-06,2022-12-14,St. Albans,,4123670234.0,,"(40.6866032, -73.7744795)"
1963,mn-07-120267,Link1.0,Live,120267,mn-07-120267,Manhattan,6,107,300 WEST 108 STREET,BROADWAY,RIVERSIDE DRIVE,SW,10025,C1-5,40.802984,-73.967855,2016-10-08,2016-10-25,Morningside Heights,1057285.0,1018920049.0,1019500.0,"(40.802984, -73.967855)"
1964,bk-06-125912,Link1.0,Live,125912,bk-06-125912,Brooklyn,39,306,500 5 AVENUE,12 STREET,13 STREET,SW,11215,C4-3A,40.667305,-73.987979,2017-03-06,2017-04-03,Park Slope-Gowanus,3023160.0,3010280037.0,3013900.0,"(40.667305, -73.987979)"
1965,bx-01-111740,Link1.0,Live,111740,bx-01-111740,Bronx,17,201,652A MELROSE AVENUE,EAST 153 STREET,EAST 152 STREET,SE,10455,C1-4,40.818769,-73.91645,2018-03-19,2018-04-20,Melrose South-Mott Haven North,2001356.0,2023740073.0,2006700.0,"(40.818769, -73.91645)"
1966,mn-08-121036,Link1.0,Live,121036,mn-08-121036,Manhattan,4,108,30 EAST 76 STREET,MADISON AVENUE,PARK AVENUE,SE,10021,C5-1,40.774281,-73.96346,2018-02-03,2018-04-06,Upper East Side-Carnegie Hill,1041721.0,1013907501.0,1013000.0,"(40.774281, -73.96346)"
1967,mn-06-121839,Link1.0,Live,121839,mn-06-121839,Manhattan,4,106,164 EAST 53 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10022,C6-6,40.757729,-73.969615,2017-03-19,2017-05-05,Turtle Bay-East Midtown,1036469.0,1013077501.0,1010000.0,"(40.757729, -73.969615)"
1968,mn-04-108485,Link1.0,Live,108485,mn-04-108485,Manhattan,3,104,705 8 AVENUE,WEST 44 STREET,WEST 45 STREET,NW,10036,C6-4,40.758831,-73.98878,2016-03-11,2016-04-11,Clinton,1024992.0,1010350036.0,1012100.0,"(40.758831, -73.98878)"
1969,mn-12-120666,Link1.0,Live,120666,mn-12-120666,Manhattan,10,112,1520 ST. NICHOLAS AVENUE,WEST 186 STREET,WEST 187 STREET,NE,10033,C1-4,40.852412,-73.931338,2017-12-01,2018-02-06,Washington Heights North,1063788.0,1021570067.0,1026900.0,"(40.852412, -73.931338)"
1970,mn-03-158821,Link5G_Ad,Live,,,Manhattan,1,103,36 RIVINGTON STREET,RIVINGTON STREET,STANTON STREET,NE,10002,C4-4A,40.72111,-73.991366,2022-10-18,2023-02-03,,,,,"(40.72111, -73.991366)"
1971,mn-05-121632,Link1.0,Live,121632,mn-05-121632,Manhattan,4,105,21 EAST 31 STREET,MADISON AVENUE,5 AVENUE,NW,10016,C5-2,40.745986,-73.984492,2016-11-19,2016-12-09,Midtown-Midtown South,1080785.0,1008610015.0,1007400.0,"(40.745986, -73.984492)"
1972,mn-10-119959,Link1.0,Live,119959,mn-10-119959,Manhattan,9,110,1940 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 117 STREET,WEST 118 STREET,NW,10026,C1-4,40.804047,-73.95214,2016-10-29,2017-01-09,Central Harlem South,1084042.0,1019230029.0,1021800.0,"(40.804047, -73.95214)"
1973,qu-02-143422,Link1.0,Live,143422,qu-02-143422,Queens,26,402,38-18 QUEENS BOULEVARD,39 STREET,38 STREET,SW,11101,M1-4,40.743823,-73.926455,2016-11-19,2017-02-02,Hunters Point-Sunnyside-West Maspeth,4003170.0,4002230036.0,4017900.0,"(40.743823, -73.926455)"
1974,bx-06-144410,Link1.0,Live,144410,bx-06-144410,Bronx,17,206,1961 ARTHUR AVENUE,EAST TREMONT AVENUE,EAST 178 STREET,NW,10457,C4-5X,40.846522,-73.893398,2018-05-17,2018-08-24,East Tremont,2011973.0,2030680047.0,2037504.0,"(40.846522, -73.893398)"
1975,bx-01-123212,Link1.0,Live,123212,bx-01-123212,Bronx,17,201,2976A 3 AVENUE,EAST 153 STREET,EAST 154 STREET,NE,10455,C4-4,40.81856,-73.9143,2017-01-21,2017-03-30,Melrose South-Mott Haven North,2001180.0,2023630012.0,2007100.0,"(40.81856, -73.9143)"
1976,qu-01-145922,Link1.0,Live,145922,LINK-019889,Queens,22,401,33-09 BROADWAY,33 STREET,34 STREET,MIDBLOCK,11106,C4-2A,40.761089,-73.923341,2017-09-16,2017-10-13,Astoria,4008873.0,4006230005.0,4006100.0,"(40.761089, -73.923341)"
1977,mn-07-136130,Link1.0,Live,136130,mn-07-136130,Manhattan,6,107,2114 BROADWAY,WEST 74 STREET,WEST 73 STREET,SE,10023,C4-6A,40.780019,-73.981396,2017-07-07,2017-10-16,Lincoln Square,1030545.0,1011657505.0,1015900.0,"(40.780019, -73.981396)"
1978,mn-11-120240,Link1.0,Live,120240,mn-11-120240,Manhattan,8,111,2126 3 AVENUE,EAST 116 STREET,EAST 117 STREET,NW,10035,C4-4D,40.798139,-73.940036,2016-05-20,2016-07-01,East Harlem North,1052300.0,1016440033.0,1018200.0,"(40.798139, -73.940036)"
1979,qu-12-141536,Link1.0,Live,141536,qu-12-141536,Queens,27,412,168-03 JAMAICA AVENUE,168 STREET,168 PLACE,NE,11432,C6-2,40.706507,-73.792368,2016-08-18,2016-09-28,Jamaica,4209645.0,4097990022.0,4046000.0,"(40.706507, -73.792368)"
1980,mn-12-152798,Link1.0,Live,152798,,Manhattan,10,112,3809 10 AVENUE,10 AVENUE,9 AVENUE,S,10034,C2-4,40.862416,-73.920144,2022-09-01,2022-10-31,Marble Hill-Inwood,,1022000005.0,,"(40.862416, -73.920144)"
1981,qu-12-154602,Link5G_Ad,Live,,,Queens,27,412,169-28 HILLSIDE AVENUE,HILLSIDE AVENUE,88th AVENUE,W,11432,C2-4,40.7109,-73.79199,2022-09-14,2024-04-26,Jamaica,4310519.0,4098250021.0,,"(40.7109, -73.79199)"
1982,bx-05-123185,Link1.0,Live,123185,bx-05-123185,Bronx,14,205,23 WEST BURNSIDE AVENUE,DAVIDSON AVENUE,GRAND AVENUE,NW,10453,C1-4,40.853881,-73.908662,2016-12-06,2017-01-12,University Heights-Morris Heights,2014160.0,2031930033.0,2025100.0,"(40.853881, -73.908662)"
1983,mn-05-123155,Link1.0,Live,123155,mn-05-123155,Manhattan,2,105,38 UNION SQUARE EAST,EAST 16 STREET,EAST 17 STREET,NE,10003,C6-4,40.736141,-73.989183,2017-11-18,2018-02-09,Gramercy,1017819.0,1008720001.0,1005000.0,"(40.736141, -73.989183)"
1984,bx-05-119566,Link1.0,Live,119566,bx-05-119566,Bronx,14,205,1999 UNIVERSITY AVENUE,WEST 179 STREET,WEST BURNSIDE AVENUE,SE,10453,C2-4,40.854764,-73.911439,2016-12-22,2017-01-17,University Heights-Morris Heights,2014698.0,2032160060.0,2024502.0,"(40.854764, -73.911439)"
1985,bk-01-146001,Link1.0,Live,146001,LINK-021265,Brooklyn,34,301,185 BERRY STREET,NORTH 4 STREET,NORTH 3 STREET,SW,11249,M1-2/R6B,40.71685,-73.960841,2017-11-22,2018-02-01,North Side-South Side,3062367.0,3023510006.0,3055300.0,"(40.71685, -73.960841)"
1986,mn-06-121677,Link1.0,Live,121677,mn-06-121677,Manhattan,4,106,944 1 AVENUE,EAST 52 STREET,EAST 51 STREET,SE,10022,C1-5,40.754991,-73.96519,2018-01-24,2018-05-09,Turtle Bay-East Midtown,1081200.0,1013630047.0,1008603.0,"(40.754991, -73.96519)"
1987,mn-06-121511,Link1.0,Live,121511,mn-06-121511,Manhattan,4,106,543 3 AVENUE,EAST 36 STREET,EAST 37 STREET,NE,10016,C1-9,40.74705,-73.977005,2017-02-04,2017-03-23,Murray Hill-Kips Bay,1020214.0,1009177501.0,1007800.0,"(40.74705, -73.977005)"
1988,mn-06-138218,Link1.0,Live,138218,mn-06-138218,Manhattan,4,106,129 EAST 39 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10016,C1-5,40.749503,-73.977195,2017-08-05,2018-02-24,Murray Hill-Kips Bay,1019477.0,1008950028.0,1008000.0,"(40.749503, -73.977195)"
1989,bk-06-145876,Link1.0,Live,145876,LINK-020659,Brooklyn,33,306,244 SMITH STREET,DOUGLASS STREET,DEGRAW STREET,SW,11231,C2-4,40.683436,-73.992773,2017-07-20,2017-10-23,Carroll Gardens-Columbia Street-Red Hook,3336097.0,3004140036.0,3007500.0,"(40.683436, -73.992773)"
1990,mn-05-123292,Link1.0,Live,123292,mn-05-123292,Manhattan,2,105,14 EAST 23 STREET,BROADWAY,MADISON AVENUE,MIDBLOCK,10010,C6-4M,40.740836,-73.988136,2017-03-11,2017-08-07,Hudson Yards-Chelsea-Flatiron-Union Square,1016302.0,1008510062.0,1005600.0,"(40.740836, -73.988136)"
1991,bk-16-113558,Link1.0,Live,113558,LINK-034023,Brooklyn,41,316,584 ROCKAWAY AVENUE,ROCKAWAY AVENUE,CHESTER STREET,NW,11212,C2-3,40.665662,-73.909888,2022-08-19,2022-10-21,Brownsville,3326651.0,3035430043.0,3092400.0,"(40.665662, -73.909888)"
1992,bk-05-145945,Link1.0,Live,145945,LINK-021930,Brooklyn,37,305,2493 FULTON STREET,WILLIAMS PLACE,WILLIAMS AVENUE,MIDBLOCK,11207,M1-1,40.67754,-73.901951,2017-09-29,2018-01-08,Ocean Hill,3339272.0,3015470025.0,3036700.0,"(40.67754, -73.901951)"
1993,mn-07-133624,Link1.0,Live,133624,mn-07-133624,Manhattan,6,107,2518 BROADWAY,WEST 94 STREET,WEST 93 STREET,SE,10025,C4-6A,40.793181,-73.972649,2017-06-27,2017-08-07,Upper West Side,1033652.0,1012410046.0,1017900.0,"(40.793181, -73.972649)"
1994,mn-07-120507,Public Payphones,Live,120507,SC90807,Manhattan,6,107,825 WEST END AVENUE,,,,10025,R8,40.797946,-73.971379,1992-05-28,1992-05-28,Upper West Side,1057135.0,1018897501.0,1018700.0,"(40.797946, -73.971379)"
1995,bk-01-145995,Link1.0,Live,145995,LINK-021248,Brooklyn,33,301,29 SOUTH 3 STREET,KENT AVENUE,WYTHE AVENUE,NE,11249,C2-4,40.713914,-73.96693,2017-11-10,2018-02-14,North Side-South Side,3395339.0,3024157501.0,3055100.0,"(40.713914, -73.96693)"
1996,mn-10-142632,Link1.0,Live,142632,mn-10-142632,Manhattan,9,110,2327 FREDERICK DOUGLASS BOULEVARD,WEST 124 STREET,WEST 125 STREET,SW,10027,C4-4D,40.810023,-73.951413,2016-09-24,2016-10-14,Central Harlem South,1059298.0,1019510022.0,1025700.0,"(40.810023, -73.951413)"
1997,mn-08-136620,Link1.0,Live,136620,mn-08-136620,Manhattan,5,108,200 EAST 87 STREET,2 AVENUE,3 AVENUE,SE,10028,C2-8A,40.779367,-73.953327,2017-10-07,2018-03-12,Yorkville,1077854.0,1015320004.0,1014602.0,"(40.779367, -73.953327)"
1998,bk-01-146047,Link1.0,Live,146047,LINK-021138,Brooklyn,34,301,1 TEN EYCK STREET,UNION AVENUE,LORIMER STREET,NE,11206,C2-4,40.709572,-73.950706,2017-12-19,2018-03-29,North Side-South Side,3069651.0,3027910001.0,3051300.0,"(40.709572, -73.950706)"
1999,mn-12-120451,Link1.0,Live,120451,mn-12-120451,Manhattan,7,112,580 WEST 156 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10032,C2-4,40.833285,-73.945092,2016-12-20,2017-02-01,Washington Heights South,1062678.0,1021140005.0,1024100.0,"(40.833285, -73.945092)"
2000,mn-05-122657,Link1.0,Live,122657,mn-05-122657,Manhattan,4,105,821 7 AVENUE,WEST 53 STREET,WEST 54 STREET,NE,10019,C6-6,40.763036,-73.981711,2017-04-01,2017-06-29,Midtown-Midtown South,1023166.0,1010067501.0,1013100.0,"(40.763036, -73.981711)"
2001,mn-11-144674,Link1.0,Live,144674,mn-11-144674,Manhattan,8,111,186 EAST 125 STREET,3 AVENUE,LEXINGTON AVENUE,SW,10035,C4-4D,40.803834,-73.936351,2016-10-15,2016-11-02,East Harlem North,1087605.0,1017730020.0,1019600.0,"(40.803834, -73.936351)"
2002,mn-08-134748,Link1.0,Live,134748,mn-08-134748,Manhattan,5,108,206 EAST 86 STREET,3 AVENUE,2 AVENUE,SE,10028,C2-8A,40.778605,-73.953715,2016-02-22,2016-04-15,Yorkville,1087920.0,1015317501.0,1014601.0,"(40.778605, -73.953715)"
